analitico_registro,analitico_humedad,analitico_s,analitico_t,analitico_ph_pasta,analitico_ph_h2o,analitico_ph_kcl,analitico_resistencia_pasta,analitico_base_ca,analitico_base_mg,analitico_base_k,analitico_base_na,analitico_arcilla,analitico_carbono_organico_c,analitico_carbono_organico_n,analitico_limo_2_20,analitico_limo_2_50,analitico_arena_muy_fina,analitico_arena_fina,analitico_arena_media,analitico_arena_gruesa,analitico_arena_muy_gruesa,analitico_arena_total,analitico_gravas,analitico_ca_co3,analitico_agua_15_atm,analitico_agua_util,analitico_conductividad,analitico_h,analitico_saturacion_t,analitico_saturacion_s_h,analitico_densidad_aparente,analitico_profundidad_muestra,analitico_agua_3_atm,analitico_carbono_organico_cn,analitico_base_al,analitico_p_ppm,barnices,co3,color_humedo_hvc,color_seco_hvc,concreciones,consistencia_en_seco,consistencia_en_humedo,consistencia_adhesividad,consistencia_plasticidad,estructura_tipo,estructura_clase,estructura_grado,formaciones_especiales,horizonte,humedad,id,limite_tipo,limite_forma,moteados,perfil_id,perfil_numero,perfil_profundidad_napa,perfil_cobertura_vegetal,perfil_material_original,perfil_modal,perfil_fecha,perfil_vegetacion_o_cultivos,perfil_observaciones,perfil_publico,perfil_capacidad_subclases,perfil_capacidad_clase,perfil_ubicacion_descripcion,perfil_ubicacion_recorrido,perfil_ubicacion_mosaico,perfil_ubicacion_aerofoto,perfil_ubicacion_latitud,perfil_ubicacion_longitud,perfil_paisaje_tipo,perfil_paisaje_forma,perfil_paisaje_simbolo,perfil_humedad_subclases,perfil_humedad_clase,perfil_erosion_clase,perfil_erosion_subclase,perfil_pedregosidad_clase,perfil_pedregosidad_subclase,perfil_serie_nombre,perfil_serie_simbolo,perfil_serie_descripcion,perfil_serie_provincia,perfil_grupo_codigo,perfil_grupo_descripcion,perfil_fase_codigo,perfil_fase_nombre,perfil_sales,perfil_uso_de_la_tierra,perfil_relieve,perfil_permeabilidad,perfil_escurrimiento,perfil_pendiente,perfil_anegamiento,perfil_drenaje,perfil_posicion,ph,profundidad_inferior,profundidad_superior,raices,textura
NA,NA,8.71,12.79,NA,5.65,NA,NA,6.4,1.6,0.24,0.47,15,0.18,0.01,NA,21.9,5,31,19.6,5.6,1.8,63.1,NA,NA,10.9,7.4,0.03,4.08,68,NA,NA,91 +,18.4,NA,NA,3.2,,NA,10YR 4/3,10YR 5/4,"Manganeso, débil, finos.",NA,firme,adhesivo,plástico,bloques subangulares,gruesos,fuerte,NA,BC,Húmedo,10864,,,NA,2416,CFI 1295,NA,100,Formación reciente y actual sobre Toropí - Yupoí,modal,2012-03-08,Cultivos - Soja en siembra directa sobre rastrojo de trigo.,"FICHA PERTENECIENTE A CONVENIO PARCIALMENTE FINANCIADO POR EL CONSEJO FEDERAL DE INVERSIONES.
RMF: Horizonte Bt: Hierro oxidado, comunes, medios.
Horizonte BC: Hierro oxidado, comunes, medios.
Poros: Pocos, finos, vesiculares.
Raíces muy finas entre agregados en el cuarto y quinto horizonte.",true,NA,NA,"En la Estancia Santa Margarita, por Ruta Provincial N° 126 a 150 m. al Sur de ésta y a 1800 m. al Este de la Ruta Provincial N° 53. Quinta Sección, Departamento Esquina.",NA,NA,NA,-30.139403,-59.115408,Terraza alta ,Albardón-lomas,Pc A1,húmedo,uniforme,ligera,hídrica,NA,NA,Santa Margarita,NA,NA,Corrientes,NA,"Argiudoles típicos, franca fina",NA,NA,NA,agrícola,normal,moderadamente rápida,medio,1 - 3%,clase 1,clase 4,media loma,5.6,NA,91,,franco arcillo arenoso
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18945,NA,NA,NA,4173,525/1C,NA,NA,arcillas lacustres depositadas en el rio,no modal,1957-05-10,"Pastos duros, palmeras, y otros",NA,true,NA,NA,"""La Aurora"" de Basail Partido San Fernando",NA,NA,NA,-27.95,-59.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,Perfil 525/1,NA,NA,Chaco,NA,NA,NA,NA,NA,NA,pronunciado,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18946,NA,NA,NA,4173,525/1C,NA,NA,arcillas lacustres depositadas en el rio,no modal,1957-05-10,"Pastos duros, palmeras, y otros",NA,true,NA,NA,"""La Aurora"" de Basail Partido San Fernando",NA,NA,NA,-27.95,-59.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,Perfil 525/1,NA,NA,Chaco,NA,NA,NA,NA,NA,NA,pronunciado,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18947,NA,NA,NA,4173,525/1C,NA,NA,arcillas lacustres depositadas en el rio,no modal,1957-05-10,"Pastos duros, palmeras, y otros",NA,true,NA,NA,"""La Aurora"" de Basail Partido San Fernando",NA,NA,NA,-27.95,-59.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,Perfil 525/1,NA,NA,Chaco,NA,NA,NA,NA,NA,NA,pronunciado,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18948,NA,NA,NA,4173,525/1C,NA,NA,arcillas lacustres depositadas en el rio,no modal,1957-05-10,"Pastos duros, palmeras, y otros",NA,true,NA,NA,"""La Aurora"" de Basail Partido San Fernando",NA,NA,NA,-27.95,-59.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,Perfil 525/1,NA,NA,Chaco,NA,NA,NA,NA,NA,NA,pronunciado,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18949,NA,NA,NA,4173,525/1C,NA,NA,arcillas lacustres depositadas en el rio,no modal,1957-05-10,"Pastos duros, palmeras, y otros",NA,true,NA,NA,"""La Aurora"" de Basail Partido San Fernando",NA,NA,NA,-27.95,-59.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,Perfil 525/1,NA,NA,Chaco,NA,NA,NA,NA,NA,NA,pronunciado,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,8.1,NA,NA,NA,NA,NA,NA,NA,4.42,0.18,NA,6.37,13.62,8.24,18.93,15.3,26.91,12.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An1,NA,22220,NA,NA,NA,4985,C-440 RN,NA,NA,NA,no modal,1983-07-13,NA,NA,true,NA,NA,NA,NA,NA,NA,-40.5875,-66.122222,NA,NA,NA,NA,NA,NA,NA,NA,NA,Perfil C-440 RN,NA,NA,Río Negro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,NA,NA
NA,NA,NA,NA,7.65,NA,NA,NA,NA,NA,NA,NA,6.9,0.17,NA,8.75,16.16,10.14,26.62,13.3,16.37,10.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12-34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An2,NA,22221,NA,NA,NA,4985,C-440 RN,NA,NA,NA,no modal,1983-07-13,NA,NA,true,NA,NA,NA,NA,NA,NA,-40.5875,-66.122222,NA,NA,NA,NA,NA,NA,NA,NA,NA,Perfil C-440 RN,NA,NA,Río Negro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,12,NA,NA
NA,NA,NA,NA,7.75,NA,NA,NA,NA,NA,NA,NA,5.9,0.17,NA,7.19,12.79,7.21,19.45,13.16,21.24,20.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34-53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2Bwn,NA,22222,NA,NA,NA,4985,C-440 RN,NA,NA,NA,no modal,1983-07-13,NA,NA,true,NA,NA,NA,NA,NA,NA,-40.5875,-66.122222,NA,NA,NA,NA,NA,NA,NA,NA,NA,Perfil C-440 RN,NA,NA,Río Negro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,34,NA,NA
NA,NA,NA,NA,8.25,NA,NA,NA,NA,NA,NA,NA,10.58,0.16,NA,6.34,11.43,5.69,20.16,13.06,19.69,18.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53-73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2BCn,NA,22223,NA,NA,NA,4985,C-440 RN,NA,NA,NA,no modal,1983-07-13,NA,NA,true,NA,NA,NA,NA,NA,NA,-40.5875,-66.122222,NA,NA,NA,NA,NA,NA,NA,NA,NA,Perfil C-440 RN,NA,NA,Río Negro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,53,NA,NA
NA,NA,NA,NA,7.05,NA,NA,NA,NA,NA,NA,NA,12,0.32,NA,12.39,22.92,13.22,17.44,13.82,13.52,7.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An1,NA,22592,NA,NA,NA,5094,C-335 RN,NA,NA,NA,no modal,1982-11-28,NA,NA,true,NA,NA,NA,NA,NA,NA,-39.971194,-68.353806,NA,NA,NA,NA,NA,NA,NA,NA,NA,Perfil C-335 RN,NA,NA,Río Negro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA
NA,NA,NA,NA,7.15,NA,NA,NA,NA,NA,NA,NA,12.94,0.36,NA,12.79,25.03,13.1,18.26,13.34,12.42,6.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10-34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An2,NA,22593,NA,NA,NA,5094,C-335 RN,NA,NA,NA,no modal,1982-11-28,NA,NA,true,NA,NA,NA,NA,NA,NA,-39.971194,-68.353806,NA,NA,NA,NA,NA,NA,NA,NA,NA,Perfil C-335 RN,NA,NA,Río Negro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,10,NA,NA
NA,NA,NA,NA,8.2,NA,NA,NA,NA,NA,NA,NA,13.88,0.31,NA,13.27,26.03,12.15,16.99,12.24,11.71,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34-68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bwnkc,NA,22594,NA,NA,NA,5094,C-335 RN,NA,NA,NA,no modal,1982-11-28,NA,NA,true,NA,NA,NA,NA,NA,NA,-39.971194,-68.353806,NA,NA,NA,NA,NA,NA,NA,NA,NA,Perfil C-335 RN,NA,NA,Río Negro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,34,NA,NA
NA,NA,NA,NA,8.35,NA,NA,NA,NA,NA,NA,NA,8.96,0.21,NA,11.28,20.45,13.2,21.06,14.63,13.36,8.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68-105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cnk,NA,22595,NA,NA,NA,5094,C-335 RN,NA,NA,NA,no modal,1982-11-28,NA,NA,true,NA,NA,NA,NA,NA,NA,-39.971194,-68.353806,NA,NA,NA,NA,NA,NA,NA,NA,NA,Perfil C-335 RN,NA,NA,Río Negro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,68,NA,NA
NA,NA,NA,NA,8.05,NA,NA,NA,NA,NA,NA,NA,8.74,0.1,NA,13.76,25.37,15.55,18.33,15.58,11.06,5.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105-120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cnkc,NA,22596,NA,NA,NA,5094,C-335 RN,NA,NA,NA,no modal,1982-11-28,NA,NA,true,NA,NA,NA,NA,NA,NA,-39.971194,-68.353806,NA,NA,NA,NA,NA,NA,NA,NA,NA,Perfil C-335 RN,NA,NA,Río Negro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,105,NA,NA
66506,NA,24.7,27.7,NA,7.05,6.01,NA,16.8,3.6,3.8,0.5,38.3,2.14,0.24,30.1,56.2,4.7,0.5,0.2,0.1,0,NA,NA,0,17.31,13.84,0.34,NA,NA,NA,1.24,0-24,31.16,9,NA,NA,NA,,10YR 2/3,10YR 4/2,,muy duro,firme,ligeramente adhesivo,plástico,bloques angulares,medios,fuerte,Grietas de 3 mm que llegan al AC,Ap,S,15621,claro,suave,NA,3447,C 50,NA,80,Materiales aluviales,modal,2015-08-05,Rastrojo de Maíz,En los últimos 3 horizontes hay material fino recubierto de CO3Ca.,true,NA,NA,NA,NA,NA,NA,-27.024515,-61.794237,Loma,NA,NA,seco,uniforme,ligera,hídrica,NA,NA,C 50,NA,NA,Santiago del Estero,NA,Haplustol éntico,NA,NA,NA,agrícola,normal,NA,medio,NA,NA,NA,loma,NA,24,0,1,franco limoso
66507,NA,NA,26.9,NA,7.45,6.22,NA,NA,3.3,2.2,0.6,12.2,0.65,0.08,37,75.8,10.9,1,0.1,0,0,NA,NA,0.2,14.71,17.85,0.19,NA,NA,NA,1.1,24-45,32.56,8,NA,NA,NA,,10YR 3/2,10YR 5/2,,blando,muy friable,no adhesivo,no plástico,bloques angulares,medios,débil,,AC,S,15622,claro,suave,NA,3447,C 50,NA,80,Materiales aluviales,modal,2015-08-05,Rastrojo de Maíz,En los últimos 3 horizontes hay material fino recubierto de CO3Ca.,true,NA,NA,NA,NA,NA,NA,-27.024515,-61.794237,Loma,NA,NA,seco,uniforme,ligera,hídrica,NA,NA,C 50,NA,NA,Santiago del Estero,NA,Haplustol éntico,NA,NA,NA,agrícola,normal,NA,medio,NA,NA,NA,loma,NA,45,24,1,franco arenoso
66508,NA,NA,24.6,NA,8.06,6.99,NA,NA,4.2,2.7,0.6,9,0.37,0.04,35.1,69.1,19.4,2.2,0.1,0,0.1,NA,NA,0.6,11.57,18.42,0.2,NA,NA,NA,1.1,45-66,29.98,9,NA,NA,NA,++,10YR 4/3,10YR 6/3,+ (5 mm),suelto,suelto,no adhesivo,no plástico,masiva,,,La reacción al HCL se da en los últimos 5 cm del horizonte,C,S,15623,claro,suave,NA,3447,C 50,NA,80,Materiales aluviales,modal,2015-08-05,Rastrojo de Maíz,En los últimos 3 horizontes hay material fino recubierto de CO3Ca.,true,NA,NA,NA,NA,NA,NA,-27.024515,-61.794237,Loma,NA,NA,seco,uniforme,ligera,hídrica,NA,NA,C 50,NA,NA,Santiago del Estero,NA,Haplustol éntico,NA,NA,NA,agrícola,normal,NA,medio,NA,NA,NA,loma,NA,66,45,1,areno franco
66509,NA,NA,24.4,NA,8.45,7.31,NA,NA,4.5,3.2,0.6,6.7,0.25,NA,42.3,51.7,26.1,11.5,1.7,1.4,0.9,NA,NA,2.1,12.47,18.23,0.37,NA,NA,NA,1.09,66-95,30.7,NA,NA,NA,NA,+++,10YR 4/3,10YR 7/3,+ (2 mm),blando,muy friable,no adhesivo,no plástico,masiva,,,,Ck1,F,15624,claro,suave,NA,3447,C 50,NA,80,Materiales aluviales,modal,2015-08-05,Rastrojo de Maíz,En los últimos 3 horizontes hay material fino recubierto de CO3Ca.,true,NA,NA,NA,NA,NA,NA,-27.024515,-61.794237,Loma,NA,NA,seco,uniforme,ligera,hídrica,NA,NA,C 50,NA,NA,Santiago del Estero,NA,Haplustol éntico,NA,NA,NA,agrícola,normal,NA,medio,NA,NA,NA,loma,NA,95,66,1,areno franco
66510,NA,NA,21.6,NA,8.42,7.42,NA,NA,5.5,3.6,0.5,11.3,0.12,NA,38.4,66.4,20.9,0.8,0.3,0.1,0.1,NA,NA,7.1,13.61,19.46,0.37,NA,NA,NA,1.18,95-150,33.07,NA,NA,NA,NA,+++,7.5YR 5/4,7.5YR 7/2,,blando,muy friable,no adhesivo,no plástico,masiva,,,CO3Ca en forma de micelios,Ck2,F,15625,,,NA,3447,C 50,NA,80,Materiales aluviales,modal,2015-08-05,Rastrojo de Maíz,En los últimos 3 horizontes hay material fino recubierto de CO3Ca.,true,NA,NA,NA,NA,NA,NA,-27.024515,-61.794237,Loma,NA,NA,seco,uniforme,ligera,hídrica,NA,NA,C 50,NA,NA,Santiago del Estero,NA,Haplustol éntico,NA,NA,NA,agrícola,normal,NA,medio,NA,NA,NA,loma,NA,150,95,1,franco arenoso
18775,23.5,17.8,20,6,6.3,5.4,4458,11,3.6,2.7,0.5,27.6,1.85,0.283,18.5,36.9,32.3,3.2,NA,NA,NA,NA,NA,0,NA,NA,NA,7.8,50,70,NA,5-20,NA,10,NA,NA,,NA,10YR 3/2,10YR 4/2,,blando,,no adhesivo,no plástico,bloques subangulares,medios,moderado,,A1,S,26883,claro,suave,,6079,23/1484 C,NA,100,NA,no modal,1973-11-21,Cardo Negro - Rama Negra - Altamisa -Trébol de carretilla - Nabo - Cebadilla - Avena - Capiquí.,NA,true,NA,NA,Area Piloto N° 2 - Ea. El Charabón - Sur de Pila,IIR 112,3757-1-2,42,-36.034082,-58.096524,NA,NA,NA,"seco, fresco, húmedo",no uniforme,nula,NA,NA,grado 0,Pila,Pi,"Es un suelo pardo, profundo, de aptitud agrícola, que se encuentra en un paisaje de lomas planas extensas o en forma de cordones al pie de las lagunas, en posición de media loma baja en la Subregión Pampa Deprimida, algo pobremente drenado, desarrollado a partir de sedimentos eólicos finos, no alcalino, no salino, con pendiente de 0,5 %.",Buenos Aires,NA,"Hapludol tapto árgico, fina",NA,NA,clase 0,ganadero,subnormal,moderadamente lenta,lento,0 - 1%,clase 5,clase 3,loma,6.5,22,0,RR,franco limoso
18776,15.6,10.5,10.9,6.6,6.9,5.5,9625,5.4,2.9,1.7,0.5,20.7,0.82,0.283,16.1,34.7,40.8,3.8,NA,NA,NA,NA,NA,0,NA,NA,NA,4.3,35,71,NA,24-29,NA,9,NA,NA,,NA,10YR 3/3,10YR 5/3,,blando,,no adhesivo,no plástico,masiva,,,,AC,S,26884,abrupto,suave,cmd,6079,23/1484 C,NA,100,NA,no modal,1973-11-21,Cardo Negro - Rama Negra - Altamisa -Trébol de carretilla - Nabo - Cebadilla - Avena - Capiquí.,NA,true,NA,NA,Area Piloto N° 2 - Ea. El Charabón - Sur de Pila,IIR 112,3757-1-2,42,-36.034082,-58.096524,NA,NA,NA,"seco, fresco, húmedo",no uniforme,nula,NA,NA,grado 0,Pila,Pi,"Es un suelo pardo, profundo, de aptitud agrícola, que se encuentra en un paisaje de lomas planas extensas o en forma de cordones al pie de las lagunas, en posición de media loma baja en la Subregión Pampa Deprimida, algo pobremente drenado, desarrollado a partir de sedimentos eólicos finos, no alcalino, no salino, con pendiente de 0,5 %.",Buenos Aires,NA,"Hapludol tapto árgico, fina",NA,NA,clase 0,ganadero,subnormal,moderadamente lenta,lento,0 - 1%,clase 5,clase 3,loma,6.5,31,22,RR,franco
18777,34.1,25.7,25.5,7,7.6,6,2482,13.2,7.4,2.3,2.8,43.9,0.49,0.082,9.7,23.4,30.2,2.5,NA,NA,NA,NA,NA,0,NA,NA,NA,7.8,53,86,NA,35-45,NA,6,NA,NA,Clsk +,NA,7.5YR 3/2,7.5YR 4/2,FeMn ++,,muy firme,ligeramente adhesivo,plástico,columnar,,,,B21,F,26885,claro,suave,amp,6079,23/1484 C,NA,100,NA,no modal,1973-11-21,Cardo Negro - Rama Negra - Altamisa -Trébol de carretilla - Nabo - Cebadilla - Avena - Capiquí.,NA,true,NA,NA,Area Piloto N° 2 - Ea. El Charabón - Sur de Pila,IIR 112,3757-1-2,42,-36.034082,-58.096524,NA,NA,NA,"seco, fresco, húmedo",no uniforme,nula,NA,NA,grado 0,Pila,Pi,"Es un suelo pardo, profundo, de aptitud agrícola, que se encuentra en un paisaje de lomas planas extensas o en forma de cordones al pie de las lagunas, en posición de media loma baja en la Subregión Pampa Deprimida, algo pobremente drenado, desarrollado a partir de sedimentos eólicos finos, no alcalino, no salino, con pendiente de 0,5 %.",Buenos Aires,NA,"Hapludol tapto árgico, fina",NA,NA,clase 0,ganadero,subnormal,moderadamente lenta,lento,0 - 1%,clase 5,clase 3,loma,7,45,31,R,arcilloso
18778,30.2,26.4,25.4,7.6,8.1,6.4,2432,12.5,8.3,2.6,3,35.8,0.2,NA,14.8,29.7,32.2,2.3,NA,NA,NA,NA,NA,0,NA,NA,NA,4.2,53,NA,NA,47-56,NA,NA,NA,NA,,NA,7.5YR 4/4,7.5YR 5/4,FeMn +++,,firme,ligeramente adhesivo,ligeramente plástico,prismas,finos,débil,,B22,F/H,26886,claro,suave,emp,6079,23/1484 C,NA,100,NA,no modal,1973-11-21,Cardo Negro - Rama Negra - Altamisa -Trébol de carretilla - Nabo - Cebadilla - Avena - Capiquí.,NA,true,NA,NA,Area Piloto N° 2 - Ea. El Charabón - Sur de Pila,IIR 112,3757-1-2,42,-36.034082,-58.096524,NA,NA,NA,"seco, fresco, húmedo",no uniforme,nula,NA,NA,grado 0,Pila,Pi,"Es un suelo pardo, profundo, de aptitud agrícola, que se encuentra en un paisaje de lomas planas extensas o en forma de cordones al pie de las lagunas, en posición de media loma baja en la Subregión Pampa Deprimida, algo pobremente drenado, desarrollado a partir de sedimentos eólicos finos, no alcalino, no salino, con pendiente de 0,5 %.",Buenos Aires,NA,"Hapludol tapto árgico, fina",NA,NA,clase 0,ganadero,subnormal,moderadamente lenta,lento,0 - 1%,clase 5,clase 3,loma,8.4,58,45,R,franco arcilloso
18779,23.2,NA,25.5,8.3,8.9,6.7,2382,NA,NA,2,3.1,22.9,NA,NA,16.5,35.5,38.8,2.8,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,40,NA,NA,65-80,NA,NA,NA,NA,,NA,7.5YR 4/4,,Ca ++ micro ++,,muy friable,no adhesivo,no plástico,bloques subangulares,medios,moderado,FeMn +,B3,H,26887,abrupto,suave,emp,6079,23/1484 C,NA,100,NA,no modal,1973-11-21,Cardo Negro - Rama Negra - Altamisa -Trébol de carretilla - Nabo - Cebadilla - Avena - Capiquí.,NA,true,NA,NA,Area Piloto N° 2 - Ea. El Charabón - Sur de Pila,IIR 112,3757-1-2,42,-36.034082,-58.096524,NA,NA,NA,"seco, fresco, húmedo",no uniforme,nula,NA,NA,grado 0,Pila,Pi,"Es un suelo pardo, profundo, de aptitud agrícola, que se encuentra en un paisaje de lomas planas extensas o en forma de cordones al pie de las lagunas, en posición de media loma baja en la Subregión Pampa Deprimida, algo pobremente drenado, desarrollado a partir de sedimentos eólicos finos, no alcalino, no salino, con pendiente de 0,5 %.",Buenos Aires,NA,"Hapludol tapto árgico, fina",NA,NA,clase 0,ganadero,subnormal,moderadamente lenta,lento,0 - 1%,clase 5,clase 3,loma,8.8,87,58,R,franco
18780,22.7,NA,24.1,8.4,9.1,6.9,2280,NA,NA,2,3.1,20.5,NA,NA,22.9,48.4,30.1,0.7,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,37,NA,NA,120-130,NA,NA,NA,NA,,NA,,,Ca ++,,friable,no adhesivo,no plástico,masiva,,,,C,H/M,26888,,,emp,6079,23/1484 C,NA,100,NA,no modal,1973-11-21,Cardo Negro - Rama Negra - Altamisa -Trébol de carretilla - Nabo - Cebadilla - Avena - Capiquí.,NA,true,NA,NA,Area Piloto N° 2 - Ea. El Charabón - Sur de Pila,IIR 112,3757-1-2,42,-36.034082,-58.096524,NA,NA,NA,"seco, fresco, húmedo",no uniforme,nula,NA,NA,grado 0,Pila,Pi,"Es un suelo pardo, profundo, de aptitud agrícola, que se encuentra en un paisaje de lomas planas extensas o en forma de cordones al pie de las lagunas, en posición de media loma baja en la Subregión Pampa Deprimida, algo pobremente drenado, desarrollado a partir de sedimentos eólicos finos, no alcalino, no salino, con pendiente de 0,5 %.",Buenos Aires,NA,"Hapludol tapto árgico, fina",NA,NA,clase 0,ganadero,subnormal,moderadamente lenta,lento,0 - 1%,clase 5,clase 3,loma,8.6,120,87,V,franco
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A1,NA,23578,NA,NA,NA,5371,372 C,NA,NA,NA,no modal,1976-08-18,NA,Solo analíticos. Las profundidades de los horizontes corresponden a las muestreadas para laboratorio.,true,NA,NA,NA,NA,NA,NA,-37.1,-64.466667,NA,NA,NA,NA,NA,NA,NA,NA,NA,Perfil 372 C,NA,NA,La Pampa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,10,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45-55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A/C,NA,23579,NA,NA,NA,5371,372 C,NA,NA,NA,no modal,1976-08-18,NA,Solo analíticos. Las profundidades de los horizontes corresponden a las muestreadas para laboratorio.,true,NA,NA,NA,NA,NA,NA,-37.1,-64.466667,NA,NA,NA,NA,NA,NA,NA,NA,NA,Perfil 372 C,NA,NA,La Pampa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,45,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85-90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,NA,23580,NA,NA,NA,5371,372 C,NA,NA,NA,no modal,1976-08-18,NA,Solo analíticos. Las profundidades de los horizontes corresponden a las muestreadas para laboratorio.,true,NA,NA,NA,NA,NA,NA,-37.1,-64.466667,NA,NA,NA,NA,NA,NA,NA,NA,NA,Perfil 372 C,NA,NA,La Pampa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,85,NA,NA
